created_at	text	user__location	entities__hashtags__text		entities__hashtags__text			
Mon Nov 02 22:40:00 +0000 2015	"#Woodbridge, NJ #BusinessMgmt #Job: Account Supervisor/Director at The Creative Group https://t.co/coRbFje4ej #TheCreativeGroup #Jobs"	null	Woodbridge					
			BusinessMgmt					
			Job					
			TheCreativeGroup					
			Jobs					
Mon Nov 02 22:40:00 +0000 2015	https://t.co/jAa5PGhTb2	minsus nose (sadie she/her) 						
								
								
								
								
								
								
								
Mon Nov 02 22:40:00 +0000 2015	#birthday #halloween #thirtyone @ SIXTY LES https://t.co/MwHxMCz4cp	Connecticut	birthday					
			halloween					
			thirtyone					
								
Mon Nov 02 22:40:01 +0000 2015	Can't trust nobody these days & even if you could..people be pretending to care anyway	Back&Forth between DC&NY						
								
								
								
Mon Nov 02 22:40:01 +0000 2015	Her face could stop traffic https://t.co/ByDmPEElaJ	bklyn						
								
								
								
								
Mon Nov 02 22:40:01 +0000 2015	"It's going to be my last one I think sadly The 3 prior were amazing, but the cackling & pandering hasn't come down @bdotTM but its @BIGKRIT"	Dubai x London						
								
								
								
Mon Nov 02 22:40:02 +0000 2015	Panna Cotta Samba When you order a panna cotta in Italy from the local cows and it's so perfect that… https://t.co/JTKwI5ImyC	east village NYC 10003						
								
								
								
Mon Nov 02 22:40:02 +0000 2015	@MariaCorinaYA @wgpasitrote99 irreversible Cancer caso águila que no casaban moscas https://t.co/p7jxAyL3FT	NEW YORK						
								
								
								
Mon Nov 02 22:40:03 +0000 2015	@N_Y_C_Artists Yoham Ortiz -#Jazz & #worldmusic  #guitarist will be performing this Friday night! https://t.co/DaqQpwG4qY	221 West 38th Street	Jazz					
			worldmusic					
			guitarist					
								
Mon Nov 02 22:40:04 +0000 2015	@z_kahn92 @Tips4Sisters *shabana	NYC						
								
								
								
Mon Nov 02 22:40:04 +0000 2015	@BWWCitrusBowl @GMA @arobach @UGAAthletics @FloridaGators indeed it is! Dont ask who won the game though...LOL	null						
								
								
								
								
Mon Nov 02 22:40:04 +0000 2015	"Females post pics like this in November saying ""Just chilling"" do they want attention or are they just chilling? https://t.co/1XnuqlsXyX"	Borough of Pap Jets Cap 						
								
								
								
Mon Nov 02 22:40:05 +0000 2015	"@klaudibear lmao seriously, that's them saving money ??"	"Queens, NY"						
								
								
								
Mon Nov 02 22:40:05 +0000 2015	patiently waiting for your name to come up on my phone	null						
								
								
								
Mon Nov 02 22:40:06 +0000 2015	"@ChynaJoanLaurer No, this where we are on Twitter Associated & affiliated with many websites and blogs @illiotti"	278 B.Q.						
								
								
								
Mon Nov 02 22:40:06 +0000 2015	Me walking down our street...feels like you're floating with this skirt on.  I'm wearing our Petite… https://t.co/5rryNjQGUk	NEW YORK						
								
								
								
Mon Nov 02 22:40:06 +0000 2015	@Koreanfan_KC we did it. #SungwooMagic	Kansas City	SungwooMagic					
								
								
								
Mon Nov 02 22:40:07 +0000 2015	@Danielaaaaaa91 I don't.	"New York, NY"						
								
								
								
Mon Nov 02 22:40:07 +0000 2015	Only fools do what I do	null						
								
								
								
Mon Nov 02 22:40:08 +0000 2015	Knitted Sweaters now available online  . New items daily take a look  https://t.co/OIzCkjmLEX @… https://t.co/yaonCwCcu3	NYC						
								
								
								
Mon Nov 02 22:40:09 +0000 2015	when your mom loves panic! at the disco more than you do https://t.co/6RPJrHPsOT	ROC						
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 22:40:09 +0000 2015	"@sailorbee @baby_teeth that was v nice of u tho, the pun was made in gratitude :)"	"Brooklyn, NY"						
								
								
								
Mon Nov 02 22:40:10 +0000 2015	Life's really good right now and I'm trying to not do the thing where I look for something wrong so as to find comfort in sadness lol	ATM vestibule w Jill Goodacre						
								
								
								
Mon Nov 02 22:40:11 +0000 2015	Marine Corp ¿	 Brooklyn 						
								
								
								
Mon Nov 02 22:40:11 +0000 2015	#mcm ???? https://t.co/i4qpSgTiAK	null	mcm					
								
								
								
Mon Nov 02 22:40:11 +0000 2015	Idc how bad they are.... I love the paranormal activity movies	"Bay Shore, NY"						
								
								
								
Mon Nov 02 22:40:11 +0000 2015	Dinner tonight. We like to live on the edge. https://t.co/CbyrXDNN2B	New York						
								
								
								
Mon Nov 02 22:40:11 +0000 2015	@sajadcooper ??? ????? ?? ???? ??? ????:)))))))	Iran						
								
								
								
Mon Nov 02 22:40:12 +0000 2015	My eyes  https://t.co/Gd66uUhWjJ	New York City						
								
								
								
								
								
								
								
Mon Nov 02 22:40:13 +0000 2015	@DatBoyStew2Flee hit my jack	4thWard NJ						
								
								
								
Mon Nov 02 22:40:13 +0000 2015	"@LastManWriters just chickened that, BOOM, I still got it.  Thanks for the smiles"	New York City						
								
								
								
Mon Nov 02 22:40:13 +0000 2015	how can u explain buildings or properties that just TAKE OFF IN THE NIGHT SKY and go elsewhere? NOW U CAN its called illegal International	Flushing NY						
								
								
								
Mon Nov 02 22:40:14 +0000 2015	@boobzi1er I luh a good rom com night ??????	Find Me Anywhere Else						
								
								
								
Mon Nov 02 22:40:14 +0000 2015	@EW Yoham Ortiz -#Jazz & #worldmusic  #guitarist will be performing this Friday night! https://t.co/DaqQpwG4qY	221 West 38th Street	Jazz					
			worldmusic					
			guitarist					
								
Mon Nov 02 22:40:15 +0000 2015	@jaredoban I love you and all of ur vids :)	null						
								
								
								
Mon Nov 02 22:40:15 +0000 2015	What time is it? Beer o'clock!	"Knivsta, Uppsala, Sweden"						
								
								
								
Mon Nov 02 22:40:15 +0000 2015	"A 3,000-year-old tree in Britain is undergoing a 'sex change' https://t.co/HXUkNZqRU1 via @FusionNews"	NYC						
								
								
								
Mon Nov 02 22:40:15 +0000 2015	My job forever having rice&peas and BBQ ribs ready for me #trynagetmefat	??¢	trynagetmefat					
								
								
								
Mon Nov 02 22:40:17 +0000 2015	@AndyD516 #rawdeal	bklyn	rawdeal					
								
								
								
Mon Nov 02 22:40:19 +0000 2015	wtf where's my ride	null						
								
								
								
Mon Nov 02 22:40:19 +0000 2015	Attempted canvassing today for signatures - need 19 more for my @glencovechamber #BOD petition!	"Nassau County, New York"	BOD					
								
								
								
Mon Nov 02 22:40:19 +0000 2015	Janeane appreciation tweet https://t.co/g3d0GgW7yd	null						
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 22:40:20 +0000 2015	Feeling feelings as I make by way back to the mother land. #crazybeautiful skies leaving #nyc on this… https://t.co/00viJxLehF	"Toronto, Canada"	crazybeautiful					
			nyc					
								
								
Mon Nov 02 22:40:21 +0000 2015	Our girl @darealamberrose celebrating her birthday at @avenueny with @djbigben !! #avenue #amberrose… https://t.co/nE21iqhqkJ	Worldwide	avenue					
			amberrose					
								
								
Mon Nov 02 22:40:21 +0000 2015	Ohhhhhhh! I meant it! Legend! I don't think I can do it live! Lol ?????? https://t.co/ezW6mKEdUX	NYC						
								
								
								
Mon Nov 02 22:40:21 +0000 2015	Just posted a photo @ Ross's Cliffs https://t.co/0u37MDkoM1	null						
								
								
								
Mon Nov 02 22:40:21 +0000 2015	Mets can also add a 1B and move Duda. I think he has some value to an AL team especially. Love to get Davis from the O's.	null						
								
								
								
Mon Nov 02 22:40:21 +0000 2015	Boarding back to #Paris ??? #bye #NYC @ John F. Kennedy International Airport https://t.co/jbMvbfeywB	"Brooklyn, NY"	Paris					
			bye					
			NYC					
								
Mon Nov 02 22:40:22 +0000 2015	space stations	Flushing NY						
								
								
								
Mon Nov 02 22:40:22 +0000 2015	#content  https://t.co/VzJkgGyVEN	"New York, NY"	content					
								
								
								
Mon Nov 02 22:40:24 +0000 2015	https://t.co/hjE8pqP6mw	New Jersey						
								
								
								
Mon Nov 02 22:40:24 +0000 2015	"NEW MUSIC: Jay Rock's ""Easy Bake"" Feat. Kendrick Lamar!  https://t.co/jTla65GKPo @jayrock @kendricklamar"	"New York, NY"						
								
								
								
Mon Nov 02 22:40:25 +0000 2015	"New Event: ""Winter's Light"" @ Holy Trinity Lutheran Church (New York, NY) https://t.co/mlAQ3GxPHN https://t.co/kfiN5mJmAY"	"San Antonio, TX"						
								
								
								
Mon Nov 02 22:40:25 +0000 2015	#NYC! Celebrate the launch of the acclaimed new book The Education of Kevin Powell TUE NOV 3 @ 7pm https://t.co/RzkgpmgO74 @AtriaBooks	New York City	NYC					
								
								
								
Mon Nov 02 22:40:26 +0000 2015	I be lowkey turnin up at work once my headphones are on. Lmao.	"Queens, NY"						
								
								
								
Mon Nov 02 22:40:27 +0000 2015	You can now watch the o.c online my life has been made	null						
								
								
								
Mon Nov 02 22:40:27 +0000 2015	Undertale so good	New York City						
								
								
								
Mon Nov 02 22:40:27 +0000 2015	https://t.co/2mKtFvU9nD	null						
								
								
								
Mon Nov 02 22:40:28 +0000 2015	@Shimmy2287 @GeezusSpecials @numbnuts150 Love HARDLINE wish I had gotten it at release. Amazing game.	New York						
								
								
								
Mon Nov 02 22:40:29 +0000 2015	@Supergirltvsite @MelissaBenoist Cranking up some Earth Wind & Fire.  She's a Shining Star. #oldschoolfunk	Connecticut	oldschoolfunk					
								
								
								
Mon Nov 02 22:40:29 +0000 2015	@melissaaraujo41 ??	null						
								
								
								
Mon Nov 02 22:40:29 +0000 2015	Hey- Lil tinq	Da Islands						
								
								
								
Mon Nov 02 22:40:30 +0000 2015	"Interested in a #Sales #job near #NewYork, NY? This could be a great fit: https://t.co/bt5Fy8qBQV #Hiring #CareerArc"	"New York, NY"	Sales					
			job					
			NewYork					
			Hiring					
			CareerArc					
Mon Nov 02 22:40:30 +0000 2015	Hmm.. WHY WEREN'T MY TEACHERS THIS HOT  https://t.co/2ftORNHaIQ	"Putnam, CT"						
								
								
								
								
								
Mon Nov 02 22:40:31 +0000 2015	"@MindyMaher <<< #Follow thanks Mindy, it was a good event, thanks for viewing!"	"Rochester,NY"	Follow					
								
								
								
Mon Nov 02 22:40:31 +0000 2015	@3DBurns this is what I do best.	"Long Island,NY"						
								
								
								
Mon Nov 02 22:40:31 +0000 2015	why does one write cowboy on their hand? ??	null						
								
								
								
Mon Nov 02 22:40:34 +0000 2015	"@geniebouchard @gangangboi some people like making conversation, believe it or not"	null						
								
								
								
Mon Nov 02 22:40:34 +0000 2015	"@dianberly712 #QVC.Can LeahWilliams ever call pants,PANTS#NotPant.Can't listen right now.Sorry,Issac"	null	QVC					
								
								
								
Mon Nov 02 22:40:34 +0000 2015	@coutinho9 i think they would be good fits and one fills a very very big need for a good leadoff hitter	null						
								
								
								
Mon Nov 02 22:40:34 +0000 2015	#nofilter @ The Standard Rooftop Bar https://t.co/BxMUXCSuYr	San Francisco	nofilter					
								
								
								
Mon Nov 02 22:40:34 +0000 2015	@Motorsport Do you know how much publicity this is for @NASCAR  He got what he deserved..  If you cant take it don’t dish it out!	New York						
								
								
								
Mon Nov 02 22:40:35 +0000 2015	539 pm stalkers yelling at the entrance	"Manhattan, NY"						
								
								
								
Mon Nov 02 22:40:35 +0000 2015	NIGGAS THAT BEEFED WITH LIL B: Joe Budden Joey Badass Kevin Durant  James Harden THEY ALL TRASH NOW.  THE WEEKND YOU NEXT BOI	"Based World, NYC."						
								
								
								
Mon Nov 02 22:40:35 +0000 2015	#WWBVS  back to the finals. This time it will be different.	"Huntington Sta., NY"	WWBVS					
								
								
								
Mon Nov 02 22:40:35 +0000 2015	Nah I want a solid Pass rusher  https://t.co/738N0rOibI	Borough of Pap Jets Cap 						
								
								
								
Mon Nov 02 22:40:35 +0000 2015	@NewYorkPicks Yoham Ortiz -#Jazz & #worldmusic  #guitarist will be performing this Friday night! https://t.co/DaqQpwG4qY	221 West 38th Street	Jazz					
			worldmusic					
			guitarist					
								
Mon Nov 02 22:40:36 +0000 2015	Just in case I was not clear... @ Greenpoint/Williamsburg/Long Island City https://t.co/OMQFW38AeD	"40.683312,-74.00049"						
								
								
								
Mon Nov 02 22:40:36 +0000 2015	"Go to work in the dark, come home in the dark. ??"	null						
								
								
								
Mon Nov 02 22:40:36 +0000 2015	Thanks @weallgrowsummit for arranging one on one sessions pinterest NYC HQ! #LatinaLifestyleBlogger… https://t.co/QzeQP5s7fy	The Big Apple	LatinaLifestyleBlogger					
								
								
								
Mon Nov 02 22:40:36 +0000 2015	6th roll of film I'm doing for this damn project :-)	NYC/LI						
								
								
								
Mon Nov 02 22:40:37 +0000 2015	@StoobsDeer awwww :3c	"Long Island, New York "						
								
								
								
Mon Nov 02 22:40:37 +0000 2015	@guncop7  ?????? ???? https://t.co/Awt16ZP9MY	null						
								
								
								
								
Mon Nov 02 22:40:39 +0000 2015	Dos lenguetazos y te cuento lo que paso ...	"New York, NY   P.R. "						
								
								
								
Mon Nov 02 22:40:40 +0000 2015	https://t.co/cJEq357BDz	New York						
								
								
								
Mon Nov 02 22:40:42 +0000 2015	these old wings been a long time coming	"New Rochelle, NY"						
								
								
								
Mon Nov 02 22:40:43 +0000 2015	THIS IS US @prettyperuvian_  https://t.co/qYnV86067M	null						
								
								
								
								
Mon Nov 02 22:40:44 +0000 2015	Fucking facts https://t.co/mmuEDer4ii	"Bohemia, NY"						
								
								
								
Mon Nov 02 22:40:45 +0000 2015	The beautiful Fall ???? in the city. Cherry lane theatre on #commercestreet #westvillage #fallishere… https://t.co/68JVIS5ZRu	nyc	commercestreet					
			westvillage					
			fallishere					
								
Mon Nov 02 22:40:45 +0000 2015	"Sandi has died and gone to heaven (at @ZabarsIsny in New York, NY) https://t.co/9spnUbXQl6 https://t.co/TmJBEIfMtv"	"Las Vegas, Nevada"						
								
								
								
Mon Nov 02 22:40:46 +0000 2015	Knicks! https://t.co/smolur51b3	"Los Angeles, CA"						
								
								
								
Mon Nov 02 22:40:46 +0000 2015	@MeekMill ur garbage bro.	"Washington Heights, New York"						
								
								
								
Mon Nov 02 22:40:47 +0000 2015	"In the good times & the bad times, it's always Let's Go Mets till the day I die! #LGM ??????#QueensEverydayAllDay"	"New York, NY"	LGM					
			QueensEverydayAllDay					
								
								
Mon Nov 02 22:40:47 +0000 2015	Olive you! ?? #NYC #afternoonsnack #deananddeluca #yummy #olives @ Dean & Deluca Cafe https://t.co/vZyODhZpYI	Mesa Az	NYC					
			afternoonsnack					
			deananddeluca					
			yummy					
			olives					
Mon Nov 02 22:40:47 +0000 2015	Hello Twitter. I'm at a screening of The Peanuts movie w the kiddos. This is when all the media people get cool parent points.	NYC and thereabout						
								
								
								
Mon Nov 02 22:40:48 +0000 2015	"I hate getting a guitar for a prop. Everyone always wants me to play something, but I don’t play. I just #walkhard — smile"	The Lower East Side	walkhard					
								
								
								
Mon Nov 02 22:40:49 +0000 2015	Going down @whitneymuseum #newyork #whitney #meatpacking #travel #luxurytravel #wanderlust… https://t.co/9gmTOJJaFO	"London, UK "	newyork					
			whitney					
			meatpacking					
			travel					
			luxurytravel					
			wanderlust					
Mon Nov 02 22:40:49 +0000 2015	@MariaCorinaYA @wgpasitrote99 irreversible Cancer caso águila que no casaban moscas https://t.co/0pnJ5wsOjJ	NEW YORK						
								
								
								
Mon Nov 02 22:40:49 +0000 2015	@MusiciansCentre Yoham Ortiz -#Jazz & #worldmusic  #guitarist will be performing this Friday night! https://t.co/DaqQpwG4qY	221 West 38th Street	Jazz					
			worldmusic					
			guitarist					
								
Mon Nov 02 22:40:50 +0000 2015	Kenn reading again ey? -Lil tinqq	Da Islands						
								
								
								
Mon Nov 02 22:40:50 +0000 2015	Asked wayyyyy to early	null						
								
								
								
Mon Nov 02 22:40:51 +0000 2015	@albertpaulino4 ayyy el PLD de Danilo coño. Y eso que Leonel era dizque malo. Cójan...	"New York, NY. USA."						
								
								
								
Mon Nov 02 22:40:53 +0000 2015	College has made me so ghetto	DC'19 ?						
								
								
								
Mon Nov 02 22:40:52 +0000 2015	"I'm at @OperaHouseHotel in Bronx, NY w/ @monicariccione https://t.co/k0OCVPIijV https://t.co/XCeJ2DRpJk"	Italia						
								
								
								
Mon Nov 02 22:40:52 +0000 2015	I'm disgusted  https://t.co/SjERv8nloT	bruins						
								
								
								
								
								
								
								
Mon Nov 02 22:40:53 +0000 2015	Adele's new song is already on Pandora. She's that nigga.	null						
								
								
								
Mon Nov 02 22:40:53 +0000 2015	Did Peyton Manning just received a new toy or damaged goods?? ??????????	Himalaya Mountains						
								
								
								
Mon Nov 02 22:40:53 +0000 2015	Whole world at my front door	Greenwich / Brooklyn 						
								
								
								
Mon Nov 02 22:40:54 +0000 2015	I be lowkey turnin up at work once my headphones are in. Lmao	"Queens, NY"						
								
								
								
Mon Nov 02 22:40:54 +0000 2015	!!!  RT @JR_Feddi: @JUXinGToN Davis on the Broncos is about to be beast !!	UPTOWN						
								
								
								
Mon Nov 02 22:40:54 +0000 2015	@MAKYULY ????????? ?????????????????	?????						
								
								
								
Mon Nov 02 22:40:55 +0000 2015	People fighting for a moral highground is a disgusting quality	the albany underground						
								
								
								
Mon Nov 02 22:40:55 +0000 2015	"Is a gift to share all the time. It brightens anyone's day, evening and… https://t.co/uj3zzRnklb"	"Brooklyn, NY, USA"						
								
								
								
Mon Nov 02 22:40:57 +0000 2015	Potion in my Sprite then my night slows downnn	Gotham						
								
								
								
Mon Nov 02 22:40:57 +0000 2015	@ChynaJoanLaurer your support is Valued thanks @illiotti	278 B.Q.						
								
								
								
Mon Nov 02 22:40:58 +0000 2015	Making Katie listen to space bong	new london						
								
								
								
Mon Nov 02 22:40:59 +0000 2015	I gave a lot to shit to post-season 2 Serena Van Der Woodsen but Marissa Cooper was basically terrible throughout the show.	"Brooklyn, NY"						
								
								
								
Mon Nov 02 22:40:59 +0000 2015	??/??	snap: hanna_duffy						
								
								
								
Mon Nov 02 22:41:01 +0000 2015	It's funny ??????????????????  BUT @GraysonDolan NEEDS HIS REST???????? https://t.co/y8QwBlGxXo	null						
								
								
								
Mon Nov 02 22:41:01 +0000 2015	Stairs were the worst today.	New York City						
								
								
								
Mon Nov 02 22:41:02 +0000 2015	@BlueHenZach #perfection ????	null	perfection					
								
								
								
Mon Nov 02 22:41:03 +0000 2015	I've been counting paces since the last time we touched faces	new york						
								
								
								
Mon Nov 02 22:41:03 +0000 2015	Fun Fact: I have never slept with someone and not kissed them for at least 2 days first.   Fun Fact Part 2: Hair dye is really cheap here.	Brisbane vs World (a mashup)						
								
								
								
Mon Nov 02 22:41:04 +0000 2015	???????? @joeycollins28 https://t.co/RJteuy57vg	null						
								
								
								
Mon Nov 02 22:41:05 +0000 2015	I have 11GB of music ??	null						
								
								
								
Mon Nov 02 22:41:05 +0000 2015	"prezzamolata di gamberi, garlic, tomato, pepper, tarragon; pear and cheese; good wine, music https://t.co/4A5z3CdePf https://t.co/IZtqHw6qyN"	New York City						
								
								
								
								
								
								
								
Mon Nov 02 22:41:06 +0000 2015	|CLASSIC MAN|. #Flashback #noenhancements #fade #clean #haircut #thebarberpost #dope #hair… https://t.co/mGEDDgr9g8	 NY · ORL · T&T	Flashback					
			noenhancements					
			fade					
			clean					
			haircut					
			thebarberpost					
			dope					
			hair					
Mon Nov 02 22:41:06 +0000 2015	@LouBritton_	East Village						
								
								
								
Mon Nov 02 22:41:06 +0000 2015	"Interested in a #Recruiting #job near #Melville, NY? This could be a great fit: https://t.co/fFHYQmxvvB #Hiring"	New York Non-Metro	Recruiting					
			job					
			Melville					
			Hiring					
Mon Nov 02 22:41:06 +0000 2015	@AndBookHoarding @NaNoWriMo you're doing nanowrimo???	Steven / New York / California						
								
								
								
Mon Nov 02 22:41:06 +0000 2015	@lildickytweets ????????	"New York, New York"						
								
								
								
Mon Nov 02 22:41:06 +0000 2015	"Nothing ruins a vacation more than crappy airline delays and rude service, thanks @AmericanAir."	ATX						
								
								
								
Mon Nov 02 22:41:06 +0000 2015	@katherinneelee SIS WHAT I DIDNT EVEN KNOW YOU NAMED HIM CODY BUT AW HES ADORABLE ??????	ny 						
								
								
								
Mon Nov 02 22:41:07 +0000 2015	"@Radley686 nope, there is a special ""Cowboys Club"" presale tomorrow and I'm still trying to get the code lol"	"East Meadow, NY"						
								
								
								
Mon Nov 02 22:41:07 +0000 2015	"""Is there an episode where she doesn’t cry?"" -@Jesscmargaret on Homeland"	New York City (east village)						
								
								
								
Mon Nov 02 22:41:07 +0000 2015	This golden ticket has got me feeling lucky to make it to the Golden coast! #xAdHalloweenContest ?????? https://t.co/O2CGEaxqVk	"University Park, PA"	xAdHalloweenContest					
								
								
								
Mon Nov 02 22:41:08 +0000 2015	"4 lord. This was like 2011. RT @jonathondavery How old is the stack a month joke? Roughly a year and some change, yes?"	"East Harlem, NYC."						
								
								
								
Mon Nov 02 22:41:09 +0000 2015	Every time I look at my boy I'm just like ??????	null						
								
								
								
Mon Nov 02 22:41:09 +0000 2015	@TuckNYC ??	"BROOKLYN, NY"						
								
								
								
Mon Nov 02 22:41:09 +0000 2015	My mom returned home I'm so happy now https://t.co/9c1c4Pk0D5	"Bristol , ct"						
								
								
								
Mon Nov 02 22:41:09 +0000 2015	"We're #hiring! Click to apply: MCAT Instructor - Geneseo, NY - https://t.co/RI2JEjaNJ0 #Education #VirtualNYCity, NY #Job #Jobs #CareerArc"	New York	hiring					
			Education					
			VirtualNYCity					
			Job					
			Jobs					
			CareerArc					
Mon Nov 02 22:41:09 +0000 2015	Someone come with me please!! https://t.co/2jkS1oWgSW	New York City 						
								
								
								
Mon Nov 02 22:41:10 +0000 2015	Doing some practice sessions for @MGOLeague's xbone team 6v6 BH happening on nov7th come by: https://t.co/IR8uYr1Ihp	Bronx NYC						
								
								
								
Mon Nov 02 22:41:11 +0000 2015	"Presumably featuring Jimmy Page, Jeff Beck, and Eric Clapton? Times Square https://t.co/ylFNZlfvxm"	"New York, New York"						
								
								
								
Mon Nov 02 22:41:11 +0000 2015	"Whatever it is, I know that it's real. Long as you know, no complaints, you're all that I feel.."	"New York, NY"						
								
								
								
Mon Nov 02 22:41:11 +0000 2015	What is that? RT @Chamboneame: When is that Santapatacon shit?	"Washington Heights, Nyc."						
								
								
								
Mon Nov 02 22:41:11 +0000 2015	"@seaaaaana @oooh_sebastian exactly ! This guy is an animal , he disgusts me"	3						
								
								
								
Mon Nov 02 22:41:12 +0000 2015	"#HAUPPAUGE, NY #Clerical #Job: Office Assistant at OfficeTeam https://t.co/bfUINSiQtD #Jobs #Hiring #CareerArc"	"New York, NY"	HAUPPAUGE					
			Clerical					
			Job					
			Jobs					
			Hiring					
			CareerArc					
Mon Nov 02 22:41:13 +0000 2015	This JET BLUE flight has SO MUCH TURBULENCE IT IS NOT FUNNY!!!!!	"Los Angeles, California"						
								
								
								
Mon Nov 02 22:41:13 +0000 2015	i am in need https://t.co/RQeiKVkMbY	@nyclarrie @ovoiarrie						
								
								
								
Mon Nov 02 22:41:13 +0000 2015	Nope you need a Husband !  https://t.co/XTq3WhaXeU	NY ??						
								
								
								
Mon Nov 02 22:41:14 +0000 2015	This means that Linda all the tie stating that she is in the same place swearing to it to where beadwalls are provided is obsolete SHE FLIES	Flushing NY						
								
								
								
Mon Nov 02 22:41:14 +0000 2015	https://t.co/JB2x2tY22A	New York						
								
								
								
Mon Nov 02 22:41:15 +0000 2015	@ALAlNA spooky skeleton  https://t.co/Szfpfn0RFe	?						
								
								
								
Mon Nov 02 22:41:15 +0000 2015	I should probably catch up on the walking dead	null						
								
								
								
Mon Nov 02 22:41:16 +0000 2015	"In Two Corruption Cases, the Culture of Albany Will Go on Trial https://t.co/rO4pKLkKw4"	New York and Toronto. 						
								
								
								
Mon Nov 02 22:41:17 +0000 2015	Had a great Halloween #LiveLongAndProsper #Halloween2015 #halloweencostume #chathamny https://t.co/bWZpajVg9l	Hudson NY	LiveLongAndProsper					
			Halloween2015					
			halloweencostume					
			chathamny					
Mon Nov 02 22:41:17 +0000 2015	It's scary when you start believing your own lies	"LI, NY"						
								
								
								
Mon Nov 02 22:41:19 +0000 2015	"Discussing Election Day at 7PM and airing again at 10PM (at @NY1 News in New York, NY w/ @errollouis) https://t.co/QVngn2APHv"	Brooklyn						
								
								
								
Mon Nov 02 22:41:19 +0000 2015	"@LastManWriters just confirmed for few of us in the world, that ""BOOM, I still got it"".  Thanks for the smiles."	New York City						
								
								
								
Mon Nov 02 22:41:20 +0000 2015	Day Four {the final day} https://t.co/l2jgo7SSHQ	pnw						
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 22:41:22 +0000 2015	@darryienmarie ?? ya	860						
								
								
								
Mon Nov 02 22:41:22 +0000 2015	@abigail_grace21 https://t.co/pMJGNVNUqp	null						
								
								
								
								
								
								
								
Mon Nov 02 22:41:23 +0000 2015	"@Vosnic let me get this straight - strong-willed women are the ones who agree with all of your opinions, and the weak-willed ones are brats?"	NYC						
								
								
								
Mon Nov 02 22:41:23 +0000 2015	#natesmediaballs #Repost @dstegner119   ??? Time for another one! Brought to you by Monarch and a… https://t.co/n49mzIYGag	long island new york	natesmediaballs					
			Repost					
								
								
Mon Nov 02 22:41:24 +0000 2015	Latergram Sunday fun in the city @ Winter Village At Bryant Park Ice Rink https://t.co/uMvMF6RKB5	"New York, NY"						
								
								
								
Mon Nov 02 22:41:24 +0000 2015	"""The true New Yorker secretly believes that people living anywhere else… https://t.co/0IUKHwcWMP"	PNW 						
								
								
								
Mon Nov 02 22:41:25 +0000 2015	#TheGhostShip #OfficialClockHuggerz https://t.co/3VYpFBhVjU #OCHRadio #NiteLineRadio @ New York… https://t.co/CPJOvwwdwB	BRONX NEW YORK USA	TheGhostShip					
			OfficialClockHuggerz					
			OCHRadio					
			NiteLineRadio					
Mon Nov 02 22:41:25 +0000 2015	@LouBritton_ ??	East Village						
								
								
								
Mon Nov 02 22:41:25 +0000 2015	@CodyCoffman that's why when u have a chance to celebrate u go all in...D2 is where it's at	null						
								
								
								
Mon Nov 02 22:41:26 +0000 2015	Open kitchen is the best omg. Love that I can pay less than $10 for a meal.	NYC						
								
								
								
Mon Nov 02 22:41:27 +0000 2015	GSOC is a tie after regulation play.	"Marlton, NJ"						
								
								
								
Mon Nov 02 22:41:28 +0000 2015	hey nyc ?????????? https://t.co/sZiUj6s25k	nyc						
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 22:41:28 +0000 2015	I miss @shardinjohnson	null						
								
								
								
Mon Nov 02 22:41:29 +0000 2015	@idinamenzel @ShawnMendes @taylorswift13 who is Shawn Mendes? Whoever he is he is lucky O.O	"Albany, New York"						
								
								
								
Mon Nov 02 22:41:29 +0000 2015	Saloon singers: tonight's a particularly good night to swing by @PatsysItalRest. (See previous tweet.)	"New York City, NY"						
								
								
								
Mon Nov 02 22:41:30 +0000 2015	Johns Deli.. @ballark this is the one???? @ John's Deli https://t.co/oJNBECBHQG	"New York, NY"						
								
								
								
Mon Nov 02 22:41:30 +0000 2015	@reIatabIe Yoham Ortiz -#Jazz & #worldmusic  #guitarist will be performing this Friday night! https://t.co/DaqQpwG4qY	221 West 38th Street	Jazz					
			worldmusic					
			guitarist					
								
Mon Nov 02 22:41:31 +0000 2015	@GothamGazette @TweetBenMax only citizen Union was vocal about the #bronxdirtyDAdeal. The rest were silent. Turnout low bc of dirty deals	"Bronx, NY"	bronxdirtyDAdeal					
								
								
								
Mon Nov 02 22:41:31 +0000 2015	only if I was old enough???? https://t.co/oVD8z8VZ0N	null						
								
								
								
Mon Nov 02 22:41:32 +0000 2015	@lifewithlinzi hahaha big Ira was texting me the other day	Long Island. 						
								
								
								
Mon Nov 02 22:41:32 +0000 2015	America's Favorite Legal Reporter is going home and eating his McChicken on the subway	The Big Snapple						
								
								
								
Mon Nov 02 22:41:33 +0000 2015	@Onision What are they supposed to be called?? People tears?   You're white get over it.   Oh wait I forgot you don't believe in race. smh	who the hell cares						
								
								
								
Mon Nov 02 22:41:34 +0000 2015	it's like all 8 chins come out to play	nysssa school of theatre 2k15						
								
								
								
