created_at	text	user__location	entities__hashtags__text		entities__hashtags__text			
Mon Nov 02 22:50:29 +0000 2015	"current weather in Coral Gables: partly cloudy, 83°F 72% humidity, wind 9mph, visibility 10mi, pressure 29.96in steady"	"Coral Gables, FL"						
								
								
								
Mon Nov 02 22:50:30 +0000 2015	https://t.co/WLDgp20iEB	ATL						
								
								
								
Mon Nov 02 22:50:30 +0000 2015	I will never judge a girl for having more guy friends than girl friends bc I'm one of those girls bc so many girls are bitches hahaha	Orlando/Baltimore 						
								
								
								
Mon Nov 02 22:50:33 +0000 2015	"#Retail #Job in #TAMPA, FL: Service Associate at Winn Dixie https://t.co/5BgPLRYNVV #Jobs #Hiring"	"Jacksonville, FL"	Retail					
			Job					
			TAMPA					
			Jobs					
			Hiring					
Mon Nov 02 22:50:34 +0000 2015	Vernon Davis just became somewhat relevant in fantasy football again. https://t.co/lcx8vc2GhC	Tampa Bay						
								
								
								
Mon Nov 02 22:50:37 +0000 2015	Now time for #Relaxing and #Respect by the #Pool ?????????? #RitzCarlton #Orlando #Travel #Florida… https://t.co/rVvPnydmgT	null	Relaxing					
			Respect					
			Pool					
			RitzCarlton					
			Orlando					
			Travel					
			Florida					
Mon Nov 02 22:50:37 +0000 2015	@lucccid lmao hoe.	Married to Andre 3000						
								
								
								
Mon Nov 02 22:50:37 +0000 2015	I just drank half a gallon of green tea...	the city 						
								
								
								
Mon Nov 02 22:50:37 +0000 2015	Guess I'll feed the baby	ATL						
								
								
								
Mon Nov 02 22:50:38 +0000 2015	Lashes by Viví @ Bodycaretreatments https://t.co/w17LdproZp	"Miami, FL"						
								
								
								
Mon Nov 02 22:50:38 +0000 2015	@AmericanAir #americanview Everglades coming into #Miami after great #Halloween weekend in #BlueRidge Mountains. https://t.co/yULx1IyuIu	"Miami, FL USA"	americanview					
			Miami					
			Halloween					
			BlueRidge					
Mon Nov 02 22:50:38 +0000 2015	"current weather in Kendall: fair, 83°F 74% humidity, wind 9mph, visibility 10mi, pressure 29.96in steady"	"Kendall, FL"						
								
								
								
Mon Nov 02 22:50:41 +0000 2015	@bcaas16 ?????? literally!!	null						
								
								
								
Mon Nov 02 22:50:46 +0000 2015	About To Write This Paper & Go To Sleep. FUCK THIS MONDAY !!! ????????	"Jacksonville, FL"						
								
								
								
Mon Nov 02 22:50:48 +0000 2015	@PanjabiArchie The world needs more Archie in it's life!	"Orlando, Florida"						
								
								
								
Mon Nov 02 22:50:49 +0000 2015	I'll see ?? https://t.co/UHo9JoFTcB	Killadelphia						
								
								
								
Mon Nov 02 22:50:49 +0000 2015	"I've been working for it, putting in overtime, putting in overtime ??"	"Miami, FL"						
								
								
								
Mon Nov 02 22:50:51 +0000 2015	You can only do so much for someone	null						
								
								
								
Mon Nov 02 22:50:52 +0000 2015	@NadeWurks @Remix_NA cancel	Tampa						
								
								
								
Mon Nov 02 22:50:52 +0000 2015	Ima nice guy to from time	ATL						
								
